감정_대분류,사람문장
슬픔,늙은 나이에 병에 걸리면 몸도 몸이지만 정신적으로 공황이 올 때가 많아.그렇지. 그럴 때마다 모든 게 다 마비된 기분이야.
상처,자녀들은 내가 정상이 아니라 했지만 결국 내가 정상이라는 검사 결과가 나왔어.하지만 자녀들은 검사 결과까지도 의심해. 어디서부터 잘못된 걸까?내가 제정신인 건 사실이니까 그냥 무시하고 살아야지.더 이상 자식들에게 인정받으려 애쓰지 않고 나의 신념대로 열심히 산다는 의미야.
슬픔,내 친구는 자식과 손주들이 엄청 잘 챙기는데 우리 자식과 손주들은 그러지 않아서 부러우면서 슬퍼.서운함은 말로 다 표현 못 하지 그렇게 오냐오냐 키웠는데. 너무 인생이 무의미해졌어.자식과 손주들에게 내 마음을 진심으로 얘기해봐야겠어.
기쁨,아내가 수술 후 입맛이 없어 힘들어하고 있는데 오늘 내가 만든 보양식으로 회복될 거야.아내 입맛에 안 맞을까 봐. 걱정이 되지만 아내는 회복을 할 거야.만약 입맛에 안 맞으면 다시 만들어줄 거야. 아내가 원하는 모든 걸 해줄 거야.
당황,오늘 방송에 내가 나왔는데 초라한 모습이었어.어두운 단칸방에 홀로 사는 모습이 어찌나 초라하던지.가족도 없는데 방송 보고 부끄러워 할 것도 없지. 현실을 인정하고 당당하게 살아야겠어.
상처,자식들이 생활이 어렵다고 생활비를 못 준다더군. 자식들 도움 없이 앞으로 어떻게 살아가야 할지 막막하고 암울해.당장 생계가 어려워지는데 도시에서 계속 살기는 어렵겠어.언니가 고향에서 농사를 짓고 살아. 거기에 가서 일손을 도우면서 같이 살면 생계는 유지할 수 있을 거야.
불안,연락이 한동안 없던 친구에게서 전화가 왔어.오랜만에 전화 와서 금전적인 얘기를 해서 당혹스러웠어.일단 생각을 좀 하고 연락을 다시 해봐야겠어.
슬픔,아내가 내 병 때문에 의사와 간호사에게 연신 굽신거리는 것을 보니 많이 우울해.내가 몸이 건강했더라면 아내가 저렇게 굽신거릴 일이 없었을 거 아니야.어서 몸이 건강해져서 아내가 저럴 일이 없도록 만들어야겠어. 앞으로는 말이야.
분노,아내의 정기 검진을 위해 병원에 가려는데 버스가 너무 안 와서 슬슬 짜증이 나는군.시간에 맞춰가야 검사를 진행할 수 있는데 삼십 분 넘게 버스가 안 오고 있어.아무래도 택시를 타는 게 빠르겠어.
불안,손녀가 사고를 당해 많이 아프다고 딸한테 전화가 왔어. 너무나 슬퍼.차라리 내가 대신 아프면 좋겠어. 마음이 너무 아파.남편과 함께 병원에 가서 정성껏 간호해야겠어.
슬픔,남편이 불쌍해서 가슴이 아파.평생 다니던 직장을 정년퇴직하고 이제 좀 편안한 노후를 보내려고 했는데 간암 말기라는 청천벽력같은 진단을 받았어.눈물이 나지만 남편이 절망하지 않고 병을 이겨낼 수 있도록 나의 모든 힘을 다하여 남편의 치료를 도울 거야.
상처,오늘 따라 외롭다.나이가 나이다 보니 몸은 아픈데 곁에 사람이 없으니 외롭다.모임에 참여할까? 생각 중이야.
분노,자식들이 손자를 너무 오래 맡겨놓아서 성가셔.일주일에 오 일을 맡겨 놓아서 너무 힘들어.대화해서 일주일에 몇 번 맡길지 정해야겠어.
불안,회사에 젊은 친구들과 점점 말이 통하지 않고 있어서 걱정이야.젊은 친구들이 어떤 생각을 하는지 도통 모르겠어. 정말 골치 아프다니까.젊은이들의 취향이나 관심사를 좀 눈여겨봐야겠어.
기쁨,금일 의사 보고 왔는데 건강 관리 잘했다고 칭찬 받았어.꾸준히 산책해서 살을 뺀 게 효용이 있나봐.그리해야지.
당황,호프집 운영하는 최 씨 할머니가 갑자기 영업정지를 당했어.미성년자 손님에게 술을 팔았어. 그런데 최 씨는 미성년자인 줄 몰랐대.내가 할 수 있는 선에서 돕고 싶어. 그럼 최 씨도 아마 덜 외로울 거야.
기쁨,남편이 죽기 전에 손자들 얼굴보고 싶다고 했는데 다행이 늦지 않아서 안도했어.살아서도 아주 예뻐하던 손자들인데 죽기전에 손자들의 모습을 보고가서 안도감이 드네.내가 생명이 위급하면 가족 모두를 불러서 다 한 번씩 보고 가도록 할 거야.
불안,남편이 어제 죽고 싶다고 말했는데 혹여 그게 진심일까 봐 불안해.뭐 때문에 그런 말을 한 건지 모르겠어. 너무 걱정돼.이따 집에 오면 진지하게 대화를 나눠봐야겠어.
슬픔,요새 눈물이 날 것 같아.노후자금을 다 잃어버렸어.
상처,이번 아내 병원비가 너무 많이 나와서 어떡하지?평생 가난하게 살아와서 이젠 더 이상 대줄 수가 없어.주변에 돈을 빌려줄 수 있는 사람이 있는지 봐야겠어.
당황,사업하겠다고 매번 내 돈을 빌리던 친동생과 연락을 끊었어.아무리 친동생이지만 정도를 모르는 동생이 한심해.동생에 대해 어떻게 하면 좋을지 좀 더 시간을 가져야겠어.
당황,신부전증으로 입원했는데 내 옆자리에 아는 지인이 임종을 앞두고 누워있어서 당황했어.우리 나이가 잘 아프고 또 비슷한 증상들이 많으니 그렇게 되나 봐.당황스러웠지만 나의 모습인 거 같기도 해서 말없이 보면서 준비를 해야겠다는 생각을 했어.
기쁨,병원에 갔더니 간호사가 이렇게 건강하고 몸 좋은 할아버지는 처음 본대. 너무 신나.내 나이 여든에 이런 소리는 처음 듣는 것 같아. 몸 관리를 잘했나 봐. 뿌듯해.원래 운동했던 것처럼 계속 꾸준히 운동을 해야겠어. 건강한 몸을 유지하고 싶어.
기쁨,일을 못하게 되었는데 집도 있고 연금도 나와.관절염 때문에 조금 걱정이었는데 훨씬 마음이 나아졌어.연금을 모아서 수술비로 쓰면 될 것 같아.
기쁨,몸이 갈수록 안 좋아져서 걱정이었는데 김 노인이 치료에 도움이 되는 활동을 소개해줘서 고마워.몸이 안 좋아지니까 성격도 예민해졌는데 미술치료를 하면서 마음에 안정이 오더라고.계속해서 미술치료 받아보고 또 소개해 준 김 노인에게 고맙다는 인사 전해야지.
분노,보험금 실효 만료 안 되려면 돈 넣어야 하는데 왜 이렇게 안 가져오는 거야.아내야. 월급날도 지났는데 왜 안 넣는지 다시 재촉해야겠네.
상처,치매가 있는 엄마를 요양원에 모시고 오는 길이야.오는 길에 많이 울었어. 서럽고 엄마한테 미안하고 내가 원망스러워.요양원도 면회가 되니 자주 가 봐야지. 내일은 엄마가 좋아하는 청포도를 좀 사가야겠어.
기쁨,막상 은퇴하고 보니 하루하루가 똑같은 일상이라 심심하군.새로운 것을 배우면 어떨까?
당황,요새 너무 외로워.늙어서 친구 만들기 힘들어.
상처,겨우 구한 일자리인데 속없는 친구 놈이 치사하게 혼자만 돈을 버냐고 말해서 너무 화가 났어.여유가 없어서 나이가 있어도 일 해야 하는 내 맘은 신경을 써 주질 않아.집에 가서 욕조에 따듯한 물을 받아 몸을 씻어야겠어.
불안,목 스트레칭 정도는 해줘도 되는데 아내가 자꾸 잔소리를 해.내 목 디스크 때문인가 자세에 예민해. 그 정도는 알아서 할 텐데.의사한테 해도 되는 스트레칭이냐고 물어봐야겠어.
상처,돈도 많은 우리 예쁜 딸이 내 치료비가 아깝대.딸이 그런 말을 하다니 너무 슬퍼. 앞으로 내 치료비를 안 내주면 어떡하지.아들에게 말해볼까? 아들도 물론 내 재산을 탐내 하는 것 같지만.
분노,나쁜 생각으로 네트워크 마케팅을 시작한 것도 아닌데 다들 나를 원망해서 화가 나.다들 오해하니까 너무 힘들어.하나하나 오해를 풀어가야지.
상처,나는 늙어서 힘이 없는데 친구는 아직도 자주 등산을 해.나도 친구처럼 마음대로 움직이고 싶어. 이번에 무리해서라도 등산을 해야 하나?등산은 아무래도 나한테 무리인 거 같아. 내가 할 수 있는 운동들을 더욱 열심히 해야겠어.
불안,요새 혼란스러워.돈이 자꾸 나도 모르게 사라지는 것 같아.
상처,노인정 사람들이 아파서 나만 못 갔던 등산 이야기를 하고 있더라. 너무 서운했어.예를 들면 어떤 얘기를 해야 할까?마침 궁금하던 반찬 레시피가 있었는데 좋은 생각인 것 같다.
슬픔,내가 암에 걸렸다는 소리를 듣자 남편은 치료비부터 걱정해서 크게 실망했어.치료비가 중요하다 해도 말 한마디 위로 없이 돈부터 걱정하는 것은 아니지.남편에게 서운했던 것은 이야기해야 기분이 풀리겠어.
기쁨,친구가 우리 부부 결혼기념일이라고 비행기 티켓 선물해줘서 너무 기뻐.저번에는 외식 상품권 선물해 줬어. 내가 진짜 친구 복 하나는 제대로 인 것 같아.
상처,인간에 의해서 생태계가 심각하게 파괴되고 있다는 방송을 봤어.어떻게 하면 생태계에 도움이 될 수 있을까?사람들에게 이 사실을 알리기 위해 캠페인을 계획하려고.
불안,우울증이 있는 세입자가 몇 달째 월세를 안내고 있어. 연락도 받질 않으니 무슨 일 있는지 걱정돼.봐주는 것도 하루 이틀이지 그 집 사정만 봐주는 것도 한계야.내가 직접 찾아가 얘기해 봐야겠어.
당황,건강을 위해서 먹은 음식이 오히려 건강에 좋지 않다고 해. 당황스러워.돈 들여가며 먹은 음식이 몸에 좋지 않다고 하니 너무 혼란스러워.이제라도 제대로 알아보고 음식을 먹어야겠어.
분노,아들딸 얼굴 볼 면목이 없어.회사를 그만뒀다는 손주들 용돈 줄 돈도 없네. 너무 속상해.부끄럽고 좌절스럽더라.
불안,아빠가 지금은 대화하기 싫은데 계속 얘기하셔.내가 대화하기 싫을 땐 아버지가 말을 안 걸어줬으면 좋겠어.늦었지만 남들처럼 여행도 다니고 작은 취미활동도 찾아봐야겠어.
당황,신호등을 건너는데 청년이 나를 부축해 준다고 한 걸 내가 측은하게 보일까 봐 거절했어.사실 도움을 받으면 편하긴 하겠지만 남의 시선을 의식하게 돼서 그렇게 못하겠어.이제 나이도 많고 하니 정말 힘들 때는 남의 시선과 상관없이 도움을 요청해야겠어.
불안,아픈 사람들을 보면 나도 언제라도 병들 수 있다는 생각이 들어. 그 생각을 하면 무척 두려워.지금은 건강하지만 나도 그 사람들처럼 아플 수 있으니까. 걱정스러워.오늘부터라도 좀 걸으면서 건강관리에 신경을 써야겠어.걸으면 걸을수록 체력이 좋아지는 게 느껴져서 좋아.
슬픔,늙어서 그런지 요즘 깜빡하는 일이 잦아졌어. 슬프네.어제 중요한 일이 있었는데 깜빡하고 그냥 지나가 버렸어.중요한 일은 항상 볼 수 있는 곳에 메모를 해 두는 습관을 길러야겠어.
불안,이번 달 병원비 지출이 너무 많아서 적금에 넣을 돈이 부족해. 어쩌지 너무 불안해.적금에 넣을 돈을 어디서 구해야 하지? 걱정이야.부업이라도 해서 돈을 벌어야겠어.적금 넣을 돈을 마련할 수 있을 거야. 더 이상 불안해하지 않아도 되고.
슬픔,주변 사람들을 아프게 하면서 내 생명을 유지하고 있는 것 같아.마음이 불편하고 어색해져. 주변 사람들이 힘들어 하는 게 눈에 보이고.주변 사람들을 힘들게 하지 않기 위해 자기관리를 하기 시작해야겠어.
기쁨,비록 취미이긴 하지만 나만큼 음식을 잘하는 사람은 없어. 내가 가게를 하면 잘 될 거라 자신해.그래서 회사를 그만두고 한 번 가게를 차려 볼 지 고민이야.가게를 차려야겠어. 회사 생활은 이제 진저리가 나.
상처,남편이 암이라는데 자식들이 어쩜 저리 냉정해.지들 키울 때 공을 얼마나 들였게. 애들 키운다고 밤새 일만 하던 양반이 병에 걸렸으니.애들을 잘 타일러서 남편에게 조금이라도 살갑게 굴게 해야지.
분노,이제 돈을 좀 지켜야겠어.저축을 좀 해야겠어.
분노,길을 가다가 마주친 아주머니가 대출을 받으라며 자꾸 귀찮게 해. 짜증나 죽겠어.무시하고 지나가도 자꾸 대출받으라고 하고. 그냥 확 대출을 받아?역시 대출은 아니야. 안 받겠다고 단호하게 말해야겠어.
분노,내가 언제까지 자식들을 금전적으로 도와줘야 하지? 아직까지도 용돈을 바라는 자식들에 화나.이제 다들 어엿한 사회인인데 돈은 직접 벌어야지. 아직도 나한테 손 벌리는 게 짜증 나.나의 입장을 자식들에게 이야기 해야겠어.
불안,결혼 후에 잡혀 사는 아들을 보니까 며느리를 대하기가 조금 그래.아들은 왜 이렇게 잡혀 사는지 모르겠어.아들이랑 터놓고 얘기를 해봐야겠어.
불안,오랫동안 알고 지내던 친구가 어제 갑자기 세상을 떠났어. 건강했던 친구라서 당황스럽구나.나도 언제 어떻게 갑자기 죽을지 모르니 지금부터라도 건강관리에 힘써야겠구나.
슬픔,참 어이가 없어. 돈 빌릴 때는 그렇게 친한 척을 하더니 갚을 때가 되니까 나를 피하더라고.이래서 친한 사람이랑 돈거래는 하는 게 아닌데.청소나 해야겠다.
